Time:						 Temperature (C):			 Altitude (m):			 Pressure (psi):

2016 01 19::04:20:38:412	-113.92953567692462	0.010720919245712715	50.0029630147103	
2016 01 19::04:20:38:913	-113.92690446928496	0.017921637338645036	50.146113944993246	
2016 01 19::04:20:39:415	-112.50385729053363	0.02401833101899931	50.25652852755913	
2016 01 19::04:20:39:916	-112.08211730060283	0.04104399757464577	50.4252851768916	
2016 01 19::04:20:40:417	-111.99336342587145	0.08780768815368621	50.47427184591058	
2016 01 19::04:20:40:918	-111.37978935948104	0.09725509291773136	50.53192455125477	
2016 01 19::04:20:41:419	-110.2967042844619	0.11641111328811397	50.57078587087926	
2016 01 19::04:20:41:920	-109.8505361492973	0.13637604166811348	50.70941005908436	
2016 01 19::04:20:42:422	-109.84153803895342	0.14616959781771016	50.73152831649219	
2016 01 19::04:20:42:922	-109.7075438527034	0.16154847977099354	50.752963788753824	
2016 01 19::04:20:43:423	-109.4160284543731	0.16186256943523478	50.81241438576356	
2016 01 19::04:20:43:924	-108.92785071915696	0.16450322192889627	50.839195732539366	
2016 01 19::04:20:44:424	-108.68139919203503	0.172437913814297	50.87783020618852	
2016 01 19::04:20:44:924	-108.47151011579227	0.18534859935566111	50.96885358487291	
2016 01 19::04:20:45:424	-107.38803249891697	0.26010398796754236	50.98870579149484	
2016 01 19::04:20:45:924	-106.47861393007742	0.2816031765364809	51.04328308764616	
2016 01 19::04:20:46:424	-105.63629188016638	0.30940284792035083	51.05556161447144	
2016 01 19::04:20:46:924	-104.73340265842228	0.31824006977246483	51.23606813688397	
2016 01 19::04:20:47:424	-104.57264797229163	0.3248560671070954	51.32766355676499	
2016 01 19::04:20:47:925	-104.35311193113405	0.36576453278123905	51.44175319142352	
2016 01 19::04:20:48:426	-103.09014386175741	0.40264194096128075	51.45597132250934	
2016 01 19::04:20:48:926	-102.06525593649802	0.4100763516545249	51.56503426067771	
2016 01 19::04:20:49:427	-102.04448503798271	0.4613185079908412	51.6261984548505	
2016 01 19::04:20:49:927	-101.92558347507035	0.48385993510103353	51.69588772909184	
2016 01 19::04:20:50:428	-101.09425830726231	0.48560406754587226	51.86233072126845	
2016 01 19::04:20:50:928	-100.77527492208343	0.5174433806789509	52.01962608635702	
2016 01 19::04:20:51:429	-100.6669272532517	0.5383899529687558	52.04461994571086*	
2016 01 19::04:20:51:930	-100.11126435493783	0.5980713597557646	52.0696138050647	
2016 01 19::04:20:52:430	-100.03477784850031	0.6714327332629441	52.10796764131054	
2016 01 19::04:20:52:930	-99.2647091855927	0.7394320778198356	52.44116487617578	
2016 01 19::04:20:53:430	-99.06963580828182	0.7513870125815558	52.5950971470901	
2016 01 19::04:20:53:931	-99.04904436396393	0.766213729901312	52.69086416998636	
2016 01 19::04:20:54:432	-98.85284532139629	0.8124063328214092	52.71715790243214	
2016 01 19::04:20:54:932	-98.50299342017668	0.8277315741337461	52.796480843819715	
2016 01 19::04:20:55:433	-97.53109618959746	0.8469807483219182	52.81508359903042	
2016 01 19::04:20:55:934	-97.50665761568706	0.8727750368513282	52.965963785186474	
2016 01 19::04:20:56:434	-97.33678909937392	0.9015553202134534	53.25501437036251	
2016 01 19::04:20:56:934	-96.33310434817187	0.9096949163338264	53.31293288657835*	
2016 01 19::04:20:57:435	-96.23995228654351	0.9278008294156374	53.37085140279419	
